864,29889138,-97951182,-86,21 March 2014 14:39:12,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
872,29889098,-97951227,-86,21 March 2014 14:39:16,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
878,29889059,-97951273,-87,21 March 2014 14:39:58,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
884,29889020,-97951318,-87,21 March 2014 14:39:58,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
890,29888979,-97951362,-87,21 March 2014 14:39:58,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
896,29888910,-97951451,-87,21 March 2014 14:39:58,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
902,29888882,-97951499,-87,21 March 2014 14:39:58,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
908,29888848,-97951539,-87,21 March 2014 14:39:58,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
914,29888812,-97951580,-87,21 March 2014 14:39:58,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
920,29888743,-97951650,-87,21 March 2014 14:39:58,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
929,29888712,-97951695,-88,21 March 2014 14:40:02,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
938,29888674,-97951742,-86,21 March 2014 14:40:07,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
945,29888633,-97951788,-89,21 March 2014 14:40:10,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
953,29888569,-97951879,-89,21 March 2014 14:40:15,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
960,29888567,-97951945,-91,21 March 2014 14:40:19,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
967,29888594,-97952001,-87,21 March 2014 14:40:27,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
975,29888668,-97952089,-88,21 March 2014 14:40:30,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
983,29888704,-97952135,-88,21 March 2014 14:40:33,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
991,29888743,-97952178,-88,21 March 2014 14:40:33,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
997,29888779,-97952222,-88,21 March 2014 14:40:45,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
1004,29888857,-97952315,-88,21 March 2014 14:40:49,hpsetup,2437,e2:75:e2:50:13:87,[IBSS]
