283,29889398,-97945907,-86,21 Mar 2014 14:31:42,HP-Print-49-Deskjet 3520 series,2437,6c:3b:e5:76:f1:49,[ESS]
291,29889433,-97945952,-86,21 Mar 2014 14:31:42,HP-Print-49-Deskjet 3520 series,2437,6c:3b:e5:76:f1:49,[ESS]
299,29889471,-97945993,-86,21 Mar 2014 14:31:42,HP-Print-49-Deskjet 3520 series,2437,6c:3b:e5:76:f1:49,[ESS]
307,29889510,-97946036,-86,21 Mar 2014 14:31:42,HP-Print-49-Deskjet 3520 series,2437,6c:3b:e5:76:f1:49,[ESS]
315,29889547,-97946082,-86,21 Mar 2014 14:31:42,HP-Print-49-Deskjet 3520 series,2437,6c:3b:e5:76:f1:49,[ESS]
323,29889618,-97946170,-86,21 Mar 2014 14:31:42,HP-Print-49-Deskjet 3520 series,2437,6c:3b:e5:76:f1:49,[ESS]
331,29889648,-97946217,-86,21 Mar 2014 14:31:42,HP-Print-49-Deskjet 3520 series,2437,6c:3b:e5:76:f1:49,[ESS]
342,29889682,-97946269,-83,21 Mar 2014 14:32:21,HP-Print-49-Deskjet 3520 series,2437,6c:3b:e5:76:f1:49,[ESS]
351,29889683,-97946329,-83,21 Mar 2014 14:32:24,HP-Print-49-Deskjet 3520 series,2437,6c:3b:e5:76:f1:49,[ESS]
362,29889677,-97946382,-79,21 Mar 2014 14:32:31,HP-Print-49-Deskjet 3520 series,2437,6c:3b:e5:76:f1:49,[ESS]
373,29889654,-97946502,-79,21 Mar 2014 14:32:35,HP-Print-49-Deskjet 3520 series,2437,6c:3b:e5:76:f1:49,[ESS]
