688,29889812,-97948911,-89,21 Mar 2014 14:36:00,Salsa House,2437,60:33:4b:e6:c1:0d,[WPA2-PSK-CCMP][ESS]
694,29889773,-97948953,-89,21 Mar 2014 14:36:04,Salsa House,2437,60:33:4b:e6:c1:0d,[WPA2-PSK-CCMP][ESS]
744,29889379,-97949507,-85,21 Mar 2014 14:36:57,Salsa House,2437,60:33:4b:e6:c1:0d,[WPA2-PSK-CCMP][ESS]
751,29889298,-97949596,-84,21 Mar 2014 14:37:00,Salsa House,2437,60:33:4b:e6:c1:0d,[WPA2-PSK-CCMP][ESS]
758,29889257,-97949637,-86,21 Mar 2014 14:37:05,Salsa House,2437,60:33:4b:e6:c1:0d,[WPA2-PSK-CCMP][ESS]
765,29889217,-97949684,-89,21 Mar 2014 14:37:09,Salsa House,2437,60:33:4b:e6:c1:0d,[WPA2-PSK-CCMP][ESS]
772,29889179,-97949729,-89,21 Mar 2014 14:37:13,Salsa House,2437,60:33:4b:e6:c1:0d,[WPA2-PSK-CCMP][ESS]
779,29889141,-97949773,-89,21 Mar 2014 14:37:20,Salsa House,2437,60:33:4b:e6:c1:0d,[WPA2-PSK-CCMP][ESS]
718,29889560,-97949286,-81,21 Mar 2014 14:36:43,Salsa House,5785,60:33:4b:e6:c1:0e,[WPA2-PSK-CCMP][ESS]
724,29889527,-97949331,-81,21 Mar 2014 14:36:43,Salsa House,5785,60:33:4b:e6:c1:0e,[WPA2-PSK-CCMP][ESS]
730,29889457,-97949420,-81,21 Mar 2014 14:36:46,Salsa House,5785,60:33:4b:e6:c1:0e,[WPA2-PSK-CCMP][ESS]
737,29889417,-97949460,-81,21 Mar 2014 14:36:49,Salsa House,5785,60:33:4b:e6:c1:0e,[WPA2-PSK-CCMP][ESS]
